person_id,trial_id,time_ms,pupil
7,4,500,3.65252
7,4,550,3.61819
7,4,600,3.667542
7,4,650,3.624095
7,4,700,3.626298
7,4,750,3.629582
7,4,800,3.662848
7,4,850,3.644159
7,4,900,3.588376
7,4,950,3.61368
7,4,1000,3.604688
7,5,-500,3.441619
7,5,-450,3.481325
7,5,-400,3.437174
7,5,-350,3.429973
7,5,-300,3.429976
7,5,-250,3.438535
7,5,-200,3.439018
7,5,-150,3.464495
7,5,-100,3.465895
7,5,-50,3.456959
7,5,0,3.468719
7,5,50,3.469911
7,5,100,3.483449
7,5,150,3.485461
7,5,200,3.540965
7,5,250,3.588026
7,5,300,3.540758
7,5,350,3.553675
7,5,400,3.58236
7,5,450,3.580161
7,5,500,3.59709
7,5,550,3.602635
7,5,600,3.572297
7,5,650,3.583041
7,5,700,3.534212
7,5,750,3.564712
7,5,800,3.572677
7,5,850,3.564496
7,5,900,3.508594
7,5,950,3.516946
7,5,1000,3.561146
7,6,-500,3.441651
7,6,-450,3.401315
7,6,-400,3.415956
7,6,-350,3.428058
7,6,-300,3.451213
7,6,-250,3.472866
7,6,-200,3.436193
7,6,-150,3.417014
7,6,-100,3.434678
7,6,-50,3.454838
7,6,0,3.415368
7,6,50,3.426015
7,6,100,3.472154
7,6,150,3.52367
7,6,200,3.524949
7,6,250,3.487438
7,6,300,3.519154
7,6,350,3.525715
7,6,400,3.51664
7,6,450,3.519386
7,6,500,3.556104
7,6,550,3.506945
7,6,600,3.534827
7,6,650,3.506799
7,6,700,3.533731
7,6,750,3.465672
7,6,800,3.545845
7,6,850,3.5251
7,6,900,3.52236
7,6,950,3.457833
7,6,1000,3.557064
8,1,-500,3.295716
8,1,-450,3.381917
8,1,-400,3.362539
8,1,-350,3.328888
8,1,-300,3.39284
8,1,-250,3.350364
8,1,-200,3.352985
8,1,-150,3.339487
8,1,-100,3.300778
8,1,-50,3.343183
8,1,0,3.330714
8,1,50,3.400385
8,1,100,3.369389
8,1,150,3.420598
8,1,200,3.411548
8,1,250,3.487625
8,1,300,3.469224
8,1,350,3.414571
8,1,400,3.474981
8,1,450,3.448818
8,1,500,3.444388
8,1,550,3.47838
8,1,600,3.472131
8,1,650,3.471567
8,1,700,3.459452
8,1,750,3.413806
8,1,800,3.429156
8,1,850,3.45868
8,1,900,3.465835
8,1,950,3.417786
8,1,1000,3.423785
8,2,-500,3.342591
8,2,-450,3.372193
8,2,-400,3.36852
8,2,-350,3.368113
8,2,-300,3.369638
8,2,-250,3.369285
8,2,-200,3.363159
8,2,-150,3.372295
8,2,-100,3.339739
8,2,-50,3.352265
8,2,0,3.307175
8,2,50,3.364039
8,2,100,3.367768
8,2,150,3.42562
8,2,200,3.423199
8,2,250,3.430726
8,2,300,3.429117
8,2,350,3.477748
8,2,400,3.431997
8,2,450,3.458295
8,2,500,3.456432
8,2,550,3.458795
8,2,600,3.465159
8,2,650,3.47356
8,2,700,3.40578
8,2,750,3.446851
8,2,800,3.410158
8,2,850,3.397797
8,2,900,3.429219
8,2,950,3.406253
8,2,1000,3.42235
8,3,-500,3.297208
8,3,-450,3.329226
8,3,-400,3.293604
8,3,-350,3.26344
8,3,-300,3.306362
8,3,-250,3.339446
8,3,-200,3.312245
8,3,-150,3.277956
8,3,-100,3.294967
8,3,-50,3.347182
8,3,0,3.290031
8,3,50,3.355115
8,3,100,3.395946
8,3,150,3.332618
8,3,200,3.370185
8,3,250,3.360803
8,3,300,3.35665
8,3,350,3.403881
8,3,400,3.437873
8,3,450,3.4215
8,3,500,3.461635
8,3,550,3.409336
8,3,600,3.40974
8,3,650,3.401434
8,3,700,3.409331
8,3,750,3.405732
8,3,800,3.442943
8,3,850,3.405673
8,3,900,3.45208
8,3,950,3.388227
8,3,1000,3.352686
8,4,-500,3.321204
8,4,-450,3.369155
8,4,-400,3.370195
8,4,-350,3.379517
8,4,-300,3.391186
8,4,-250,3.374458
8,4,-200,3.328037
8,4,-150,3.389477
8,4,-100,3.343528
8,4,-50,3.367566
8,4,0,3.352394
8,4,50,3.422685
8,4,100,3.409409
8,4,150,3.46835
8,4,200,3.447029
8,4,250,3.480048
8,4,300,3.464978
8,4,350,3.465336
8,4,400,3.456059
8,4,450,3.449981
8,4,500,3.449273
8,4,550,3.487707
8,4,600,3.464314
8,4,650,3.499566
8,4,700,3.402608
8,4,750,3.48755
8,4,800,3.440229
8,4,850,3.47377
8,4,900,3.418781
8,4,950,3.399997
8,4,1000,3.424952
8,5,-500,3.410842
8,5,-450,3.404115
8,5,-400,3.402373
8,5,-350,3.38962
8,5,-300,3.438447
8,5,-250,3.403196
8,5,-200,3.401615
8,5,-150,3.443695
8,5,-100,3.355499
8,5,-50,3.412941
8,5,0,3.433257
8,5,50,3.367584
8,5,100,3.479998
8,5,150,3.468043
8,5,200,3.501619
8,5,250,3.509747
8,5,300,3.470968
8,5,350,3.482064
8,5,400,3.540536
8,5,450,3.53283
8,5,500,3.559618
8,5,550,3.529535
8,5,600,3.570195
8,5,650,3.48473
8,5,700,3.496256
8,5,750,3.503608
8,5,800,3.472396
8,5,850,3.503928
8,5,900,3.512102
8,5,950,3.498512
8,5,1000,3.440052
8,6,-500,3.334561
8,6,-450,3.34948
8,6,-400,3.347793
8,6,-350,3.326783
8,6,-300,3.390313
8,6,-250,3.390834
8,6,-200,3.337311
8,6,-150,3.375384
8,6,-100,3.354168
8,6,-50,3.317553
8,6,0,3.358944
8,6,50,3.344613
8,6,100,3.370877
8,6,150,3.392609
8,6,200,3.424628
8,6,250,3.457172
8,6,300,3.48288
8,6,350,3.432064
8,6,400,3.489474
8,6,450,3.456958
8,6,500,3.466897
8,6,550,3.46397
8,6,600,3.458433
8,6,650,3.45213
8,6,700,3.444107
8,6,750,3.435946
8,6,800,3.482637
8,6,850,3.455076
8,6,900,3.421581
8,6,950,3.446276
8,6,1000,3.43829
